Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram_in_GB,Gpu,OpSys,Weight,Price_rupees,Memory_type,Memory_in_GB
Others,Others,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Others,3.31,119081,SSD,512
Dell,Vostro 5370,Ultrabook,13.3,1920x1080,Intel,8,Intel UHD,Windows 10,1.41,86596,SSD,256
Samsung,Notebook 9,Ultrabook,15.0,1920x1080,Intel,8,Intel HD,Windows 10,1.17,155034,SSD,256
Dell,Latitude 7480,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.36,130214,SSD,256
Acer,Aspire A515-51G,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.2,76741,SSD,256
Dell,Latitude 7280,Ultrabook,12.5,1920x1080,Intel,8,Intel HD,Windows 10,1.6,154212,SSD,256
Dell,Latitude 7480,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.36,149559,SSD,256
Toshiba,Tecra A40-C-1E5,Notebook,14.0,1366x768,Intel,4,Intel HD,Windows 10,1.75,93075,SSD,128
Lenovo,Yoga Book,2 in 1 Convertible,10.1,1920x1200,Intel,4,Intel HD,Windows 10,0.69,43709,Flash Storage,64
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.2,104846,SSD,256
Acer,Aspire VX5-591G,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.5,118534,SSD,256
HP,EliteBook 820,Netbook,12.5,1366x768,Intel,8,Intel HD,Windows 10,1.26,126746,SSD,256
Acer,Aspire 3,Notebook,15.6,1366x768,AMD,4,AMD Radeon,Windows 10,2.1,41154,SSD,256
MSI,GE73VR 7RF,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.8,205221,SSD +  1TB HDD,256
Acer,Predator 17,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,4.2,176569,SSD +  1TB HDD,128
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,1.86,33297,HDD,500
Lenovo,Thinkpad X1,Ultrabook,14.0,2560x1440,Intel,16,Intel HD,Windows 10,1.1,191534,SSD,512
HP,ProBook 650,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.31,109409,HDD,500
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,Intel,4,Intel HD,No OS,1.9,44703,HDD,1000
Lenovo,Thinkpad T460s,Ultrabook,14.0,1920x1080,Intel,12,Intel HD,Windows 10,1.4,152661,SSD,256
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920x1080,Intel,6,Intel HD,Windows 10,2.4,51465,HDD,1000
Lenovo,Thinkpad T570,Workstation,15.6,3840x2160,Intel,16,Nvidia GeForce,Windows 10,2.3,223106,SSD,512
HP,Pavilion X360,2 in 1 Convertible,14.0,1920x1080,Intel,4,Nvidia GeForce,Windows 10,1.63,63784,SSD,128
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,1366x768,Intel,6,AMD Radeon,Windows 10,2.19,69715,HDD,1000
HP,250 G6,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,1.86,40059,HDD,500
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,4.3,209784,SSD +  1TB HDD,128
Acer,Aspire 5,Notebook,15.6,1366x768,Intel,4,Nvidia GeForce,Windows 10,2.2,42796,HDD,500
Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,1.63,133955,SSD,512
Others,Others,Ultrabook,13.3,1920x1080,Intel,8,Intel HD,Others,1.11,123096,SSD,256
Acer,Aspire 5,Notebook,15.6,1366x768,AMD,8,AMD Radeon,Windows 10,2.2,52834,HDD,1000
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel,8,Nvidia GeForce,No OS,2.2,41884,HDD,2000
HP,250 G6,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,1.86,44256,HDD,500
